"iid","time","origin","airline","aircraft","flightPhase","impact","cond","aid"
250645,"9/11/2007","Michigan","BUSINESS","LEARJET-31","inflight","0","2","234"
247014,"9/11/2007","Minnesota","FEDEX EXPRESS","A-300","inflight","0","1","26"
251966,"9/11/2007","Missouri","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","2","125"
249167,"9/11/2007","Texas","SOUTHWEST AIRLINES","B-737-500","takeoff","0","3","128"
247015,"9/11/2007","Tennessee","FEDEX EXPRESS","DC-10","inflight","0","1","77"
250808,"9/11/2007","Alabama","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","29"
251117,"9/11/2007","Kentucky","EXECUTIVE JET AVIATION","BE-400 BJET","inflight","0","3","245"
250221,"9/11/2007","Tennessee","BUSINESS","BE-400 BJET","landing","0","2","115"
251028,"9/11/2007","Wisconsin","PRIVATELY OWNED","C-172","inflight","0","1","97"
247801,"9/11/2007","Georgia","SPIRIT AIRLINES","A-319","inflight","0","2","9"
252921,"9/11/2007","New York","JETBLUE AIRWAYS","EMB-190","inflight","0","1","108"
249212,"9/11/2007","Texas","FRONTIER AIRLINES","A-318","inflight","0","2","129"
246129,"9/12/2007","Louisiana","BUSINESS","LEARJET-45","takeoff","0","1","280"
250282,"9/12/2007","New York","AMERICAN EAGLE AIRLINES","EMB-145","inflight","0","1","109"
251535,"9/12/2007","Nevada","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","65"
253314,"9/12/2007","Tennessee","FEDEX EXPRESS","B-727-200","inflight","0","1","77"
251027,"9/12/2007","Michigan","NORTHWEST AIRLINES","DC-9","landing","0","2","38"
248783,"9/12/2007","Nebraska","COMPASS AIRLINES","EMB-170","inflight","0","1","95"
253353,"9/13/2007","Iowa","PINNACLE","CL-RJ100/200","takeoff","0","1","111"
251172,"9/13/2007","Texas","BUSINESS","BE-300 KING","inflight","0","3","406"
252154,"9/13/2007","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","19"
250485,"9/13/2007","Michigan","SOUTHWEST AIRLINES","B-737-700","landing","0","2","38"
254065,"9/13/2007","New Jersey","UPS AIRLINES","B-767-300","inflight","0","1","23"
251903,"9/13/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","58"
251355,"9/13/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
251290,"9/13/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","1","2","163"
249210,"9/13/2007","Illinois","BUSINESS","C-172","takeoff","0","1","274"
251075,"9/13/2007","Rhode Island","UNITED AIRLINES","B-737-300","inflight","0","1","15"
248859,"9/14/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","128"
248356,"9/14/2007","Missouri","SOUTHWEST AIRLINES","B-737-500","inflight","0","1","16"
250508,"9/14/2007","Idaho","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","465"
247906,"9/14/2007","Utah","SKYWEST AIRLINES","EMB-120","inflight","0","1","92"
248781,"9/14/2007","Nebraska","GOVERNMENT","B-737-300","landing","0","1","95"
248274,"9/14/2007","Michigan","NORTHWEST AIRLINES","DC-9","landing","0","1","38"
247445,"9/14/2007","Illinois","SOUTHWEST AIRLINES","B-737-300","inflight","1","2","138"
250822,"9/14/2007","Texas","AMERICAN AIRLINES","MD-82","inflight","0","1","2"
253078,"9/14/2007","Oregon","ALASKA AIRLINES","B-737-400","landing","0","3","48"
251303,"9/15/2007","Illinois","BUSINESS","BE-35","takeoff","0","1","226"
253403,"9/15/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","128"
251964,"9/15/2007","DC","DELTA AIR LINES","MD-88","inflight","0","2","113"
251979,"9/15/2007","New York","NETJETS AVIATION","C-560","inflight","0","1","28"
250151,"9/15/2007","Georgia","DELTA AIR LINES","MD-88","inflight","0","1","9"
253401,"9/15/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","148"
252055,"9/15/2007","New York","PIEDMONT AIRLINES","DHC8 DASH 8","inflight","0","2","460"
247246,"9/15/2007","Utah","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","takeoff","0","2","92"
252054,"9/15/2007","South Dakota","NORTHWEST AIRLINES","DC-9-50","landing","0","3","360"
246333,"9/15/2007","New York","AIRTRAN AIRWAYS","B-737-700","landing","1","1","78"
252117,"9/15/2007","Michigan","SPIRIT AIRLINES","A-321","inflight","1","2","38"
248030,"9/16/2007","Missouri","SOUTHWEST AIRLINES","B-737-300","takeoff","0","2","16"
250422,"9/16/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","128"
252966,"9/16/2007","New Jersey","EXECUTIVE JET MGMNT","IAI GALAXY","inflight","1","2","75"
254415,"9/16/2007","N/A","ATLAS AIR","B-747-1/200","inflight","0","1","751"
251215,"9/17/2007","Florida","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","212"
249506,"9/17/2007","Oregon","FRONTIER AIRLINES","A-319","inflight","0","2","48"
250652,"9/17/2007","Iowa","AMERICAN EAGLE AIRLINES","EMB-145","landing","0","2","111"
251012,"9/17/2007","Florida","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","58"
250289,"9/17/2007","New York","US AIRWAYS*","A-319","inflight","0","1","1"
247438,"9/17/2007","Ohio","SKYBUS AIRLINES","A-319","landing","1","1","94"
248012,"9/17/2007","Michigan","MESABA AIRLINES","SAAB-340","landing","0","2","53"
248266,"9/17/2007","Pennsylvania","US AIRWAYS*","A-319","inflight","0","1","52"
250196,"9/18/2007","Arizona","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","18"
249467,"9/18/2007","Tennessee","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","19"
247439,"9/18/2007","Missouri","SOUTHWEST AIRLINES","B-737-300","inflight","0","2","16"
251539,"9/18/2007","Puerto Rico","AMERICAN AIRLINES","B-757-200","inflight","0","1","263"
251538,"9/18/2007","N/A","AMERICAN AIRLINES","B-767-300","inflight","0","1","906"
250601,"9/19/2007","Iowa","CENTRAL AIR SOUTHWEST","RKWL SHRIKE","inflight","0","2","111"
247230,"9/19/2007","North Carolina","US AIRWAYS*","A-321","takeoff","0","1","43"
251585,"9/19/2007","Iowa","SKYWEST AIRLINES","CL-RJ700","inflight","0","3","111"
252592,"9/19/2007","California","AMERICAN AIRLINES","B-767-300","inflight","0","1","50"
252153,"9/19/2007","Colorado","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","61"
252262,"9/19/2007","Colorado","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","100"
252818,"9/19/2007","Massachusetts","COMAIR AIRLINES","CL-RJ100/200","landing","0","1","60"
252591,"9/19/2007","New Mexico","PRIVATELY OWNED","CITATIONJET","takeoff","1","1","656"
252590,"9/19/2007","Oregon","ALASKA AIRLINES","B-737-700","landing","0","2","48"
254509,"9/19/2007","Colorado","FRONTIER AIRLINES","A-319","takeoff","0","1","61"
250994,"9/20/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
251788,"9/20/2007","New York","AMERICAN AIRLINES","B-767-200","landing","0","1","108"
251787,"9/20/2007","Oregon","ALASKA AIRLINES","B-737-900","landing","0","2","48"
247242,"9/21/2007","Missouri","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","1","16"
252945,"9/21/2007","Michigan","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","takeoff","0","2","63"
246043,"9/21/2007","Colorado","SKYWEST AIRLINES","CL-RJ700","inflight","0","1","61"
254671,"9/21/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","3","229"
247862,"9/21/2007","New York","AMERICAN AIRLINES","MD-82","landing","0","1","1"
244789,"9/21/2007","Ohio","BUSINESS","C-172","landing","0","1","51"
252392,"9/21/2007","Pennsylvania","US AIRWAYS*","B-737-300","inflight","0","1","133"
251621,"9/21/2007","Colorado","FRONTIER AIRLINES","A-318","landing","0","1","61"
246248,"9/21/2007","Oregon","BUSINESS","EMB-135","inflight","0","1","292"
251458,"9/21/2007","Missouri","PRIVATELY OWNED","BE-400 BJET","landing","0","1","225"
247245,"9/22/2007","Oklahoma","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","279"
251662,"9/22/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","1","128"
248907,"9/22/2007","Indiana","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","46"
253281,"9/22/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
249388,"9/22/2007","New Hampshire","ASTAR AIR CARGO","B-727-200","inflight","0","1","190"
253985,"9/22/2007","Nebraska","UNKNOWN","BE-55  BARON","takeoff","0","1","822"
251914,"9/22/2007","Utah","DELTA AIR LINES","B-757-200","landing","0","2","92"
252556,"9/22/2007","Missouri","AMERICAN AIRLINES","B-757-200","inflight","1","1","125"
251663,"9/22/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","128"
251917,"9/23/2007","Prince Edward Island","CAPE AIR","ATR-42","inflight","0","2","386"
248359,"9/23/2007","DC","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","8"
249368,"9/23/2007","Washington","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","4"
250668,"9/23/2007","New Hampshire","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","190"
252103,"9/23/2007","Rhode Island","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","15"
251982,"9/23/2007","Massachusetts","COLGAN AIRWAYS","SAAB-340","landing","0","2","60"
252645,"9/23/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
250111,"9/23/2007","Utah","US AIRWAYS*","A-319","inflight","0","3","92"
249098,"9/23/2007","Pennsylvania","US AIRWAYS*","B-757-200","inflight","0","1","52"
252431,"9/23/2007","Colorado","AMERICAN AIRLINES","MD-82","inflight","0","2","61"
252251,"9/24/2007","Minnesota","COMPASS AIRLINES","EMB-170","inflight","0","3","26"
249407,"9/24/2007","Indiana","GOVERNMENT","C-172","inflight","0","1","615"
252334,"9/24/2007","Indiana","PINNACLE","CL-RJ100/200","inflight","0","1","101"
251510,"9/24/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","84"
251306,"9/24/2007","New York","JETBLUE AIRWAYS","EMB-190","inflight","0","1","108"
250777,"9/24/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","40"
249205,"9/24/2007","Texas","AMERICAN AIRLINES","MD-82","takeoff","0","1","2"
248051,"9/24/2007","Utah","DELTA AIR LINES","MD-90-30","takeoff","0","2","92"
250109,"9/25/2007","New Mexico","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","118"
249286,"9/25/2007","Nebraska","NORTHWEST AIRLINES","DC-9-50","landing","0","1","95"
251514,"9/25/2007","Montana","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","907"
254955,"9/25/2007","Nebraska","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","2","95"
253375,"9/25/2007","California","FRONTIER AIRLINES","A-319","inflight","0","1","50"
249285,"9/25/2007","Michigan","MARTINAIRE","SA227 AC METRO III","takeoff","0","3","730"
247093,"9/26/2007","Wisconsin","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","2","97"
248337,"9/26/2007","North Carolina","US AIRWAYS*","B-737-400","landing","0","1","43"
250058,"9/26/2007","Florida","BUSINESS","C-152","inflight","0","1","10"
250075,"9/26/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","96"
247094,"9/26/2007","California","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","440"
247649,"9/26/2007","Missouri","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","125"
254252,"9/26/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","163"
253249,"","South Carolina","","BELL-206","unknown","1","2","83"
249791,"9/26/2007","Illinois","GOVERNMENT","BE-200 KING","inflight","1","2","93"
251973,"9/26/2007","North Dakota","BUSINESS","SA227 AC METRO III","takeoff","0","1","908"
248336,"9/26/2007","Kentucky","UPS AIRLINES","B-747-1/200","takeoff","0","2","47"
247617,"9/26/2007","Nebraska","PINNACLE","CL-RJ100/200","inflight","0","1","204"
249820,"9/27/2007","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","19"
250443,"9/27/2007","Texas","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","285"
250442,"9/27/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","138"
248551,"9/27/2007","Colorado","FRONTIER AIRLINES","A-319","landing","0","1","61"
251078,"9/27/2007","Minnesota","AMERICAN AIRLINES","MD-82","inflight","0","1","26"
249461,"9/28/2007","Colorado","GREAT LAKES AIRLINES","BE-1900","inflight","0","1","61"
249692,"9/28/2007","North Carolina","US AIRWAYS*","A-319","inflight","0","1","43"
250523,"9/28/2007","California","ALASKA AIRLINES","B-737-900","inflight","0","2","148"
250710,"9/28/2007","Washington","BUSINESS","LEARJET-35","inflight","0","1","385"
252668,"9/28/2007","Florida","ABX AIR","DC-9","inflight","0","1","143"
252072,"9/28/2007","California","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","40"
249587,"9/28/2007","DC","AIRTRAN AIRWAYS","B-717-200","inflight","1","1","8"
250486,"9/28/2007","New York","CHAUTAUQUA AIRLINES","EMB-145","landing","1","3","109"
252671,"9/29/2007","Kentucky","PSA AIRLINES","CL-RJ100/200","inflight","0","1","47"
252230,"9/29/2007","Georgia","DELTA AIR LINES","MD-88","inflight","0","1","56"
250595,"9/29/2007","New York","AMERICAN AIRLINES","MD-82","inflight","0","2","1"
252232,"9/29/2007","Florida","BUSINESS","C-150","inflight","0","2","905"
245782,"9/29/2007","Florida","MIDWEST AIRLINES","B-717-200","inflight","0","2","58"
252229,"9/29/2007","New Jersey","CONTINENTAL AIRLINES","B-737-900","inflight","0","1","23"
249340,"9/29/2007","New Jersey","BRITISH AIRWAYS","B-767-300","inflight","0","2","23"
250188,"9/29/2007","South Carolina","SPIRIT AIRLINES","A-319","inflight","1","1","32"
249014,"9/29/2007","Missouri","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","inflight","1","1","16"
244690,"9/29/2007","Ohio","PRIVATELY OWNED","BE-35","inflight","1","1","415"
247560,"9/29/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","1","2","182"
249379,"9/29/2007","Maryland","BUSINESS","CIRRUS SR 20/22","inflight","1","1","747"
248943,"9/29/2007","Pennsylvania","BUSINESS","IAI ASTRA JT","takeoff","0","1","310"
250223,"9/30/2007","Pennsylvania","PINNACLE","CL-RJ100/200","inflight","0","1","282"
250225,"9/30/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","229"
250224,"9/30/2007","South Carolina","PSA AIRLINES","CL-RJ100/200","inflight","0","1","314"
246323,"9/30/2007","Connecticut","DELTA AIR LINES","B-737-800","takeoff","0","1","135"
250382,"9/30/2007","Kentucky","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","1","44"
250438,"10/1/2007","Colorado","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","1","424"
252964,"10/1/2007","Colorado","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","61"
248817,"10/1/2007","Minnesota","PRIVATELY OWNED","MOONEY-20B/C","inflight","0","3","887"
250937,"10/1/2007","Washington","JAPAN AIRLINES","B-747-400","inflight","0","1","267"
250219,"10/2/2007","California","AMERICAN AIRLINES","B-767-200","inflight","0","1","50"
252249,"10/2/2007","Delaware","BUSINESS","BA-125-800","landing","0","1","7"
252250,"10/2/2007","California","EXPRESSJET (CONTINENTAL EXPRS)","EMB-145","landing","0","1","107"
247731,"10/2/2007","Utah","SKYWEST AIRLINES","CL-RJ100/200","inflight","1","1","92"
249637,"10/3/2007","Texas","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","128"
251350,"10/3/2007","New Jersey","BUSINESS","IAI-1124","inflight","0","2","74"
249468,"10/3/2007","Illinois","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","138"
251349,"10/3/2007","Illinois","BUSINESS","DA-20 FALCON","inflight","0","1","81"
249670,"10/4/2007","California","NORTHWEST AIRLINES","A-320","inflight","0","1","35"
249042,"10/4/2007","Iowa","MESABA AIRLINES","CL-RJ900","inflight","0","2","111"
250866,"10/4/2007","Utah","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","2","92"
251104,"10/4/2007","Oregon","DELTA AIR LINES","B-757-200","landing","1","2","48"
253318,"10/5/2007","Pennsylvania","US AIRWAYS*","B-737-400","inflight","0","1","52"
252036,"10/5/2007","Washington","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","153"
250561,"10/5/2007","Hawaii","ALOHA AIRLINES","B-737-200","inflight","0","2","179"
248135,"10/5/2007","Ohio","SKYWEST AIRLINES","CL-RJ100/200","landing","0","1","116"
250413,"10/5/2007","Kentucky","COMAIR AIRLINES","CL-RJ100/200","inflight","0","1","44"
252796,"10/5/2007","Missouri","SKYWEST AIRLINES","CL-RJ100/200","takeoff","0","1","16"
249273,"10/5/2007","West Virginia","COLGAN AIRWAYS","SAAB-340","inflight","1","1","137"
251163,"10/5/2007","Kansas","AMERICAN EAGLE AIRLINES","EMB-135","takeoff","1","2","194"
251699,"10/6/2007","Texas","ASTAR AIR CARGO","B-727-200","inflight","0","1","182"
251818,"10/6/2007","California","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","50"
251127,"10/6/2007","N/A","AMERICAN AIRLINES","B-737-800","inflight","0","2","909"
247355,"10/7/2007","Georgia","AIRTRAN AIRWAYS","B-737-700","inflight","0","1","9"
247431,"10/7/2007","New Hampshire","SOUTHWEST AIRLINES","B-737-700","inflight","0","2","190"
251140,"10/7/2007","Utah","SKYWEST AIRLINES","EMB-120","inflight","0","2","92"
249248,"10/7/2007","Maryland","SOUTHWEST AIRLINES","B-737-300","takeoff","0","1","68"
252710,"10/7/2007","DC","JETBLUE AIRWAYS","A-320","inflight","0","1","8"
252263,"10/7/2007","Maryland","DELTA AIR LINES","MD-88","inflight","0","1","68"
254657,"10/7/2007","Missouri","PRIVATELY OWNED","C-210 CENTUR","landing","1","1","910"
247219,"10/7/2007","Illinois","US AIRWAYS*","A-320","takeoff","1","2","12"
253773,"10/8/2007","Nevada","US AIRWAYS*","B-737-300","inflight","0","1","65"
249898,"10/8/2007","Washington","ALASKA AIRLINES","MD-83","inflight","0","2","4"
253133,"10/8/2007","Maryland","AIRTRAN AIRWAYS","B-737-700","inflight","0","2","68"
245558,"10/8/2007","Maryland","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","68"
253239,"10/8/2007","Wisconsin","NORTHWEST AIRLINES","A-320","inflight","0","1","269"
254578,"10/8/2007","New Jersey","BUSINESS","BA-125-800","takeoff","0","2","74"
251310,"10/8/2007","Michigan","BUSINESS","BE-100 KING","takeoff","0","2","63"
248510,"10/8/2007","Pennsylvania","BUSINESS","C-560","landing","1","1","704"
251162,"10/8/2007","North Carolina","AMERICAN AIRLINES","MD-82","takeoff","0","2","80"
251161,"10/8/2007","Georgia","AIRTRAN AIRWAYS","B-717-200","inflight","0","1","9"
247395,"10/9/2007","Illinois","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","138"
248147,"10/9/2007","Arizona","SOUTHWEST AIRLINES","B-737-300","inflight","0","1","18"
254250,"10/9/2007","Kentucky","COMMUTAIR","BE-1900","inflight","0","1","44"
248681,"10/9/2007","North Dakota","BUSINESS","CIRRUS SR 20/22","inflight","0","3","371"
252207,"10/9/2007","Indiana","PINNACLE","CL-RJ100/200","inflight","0","2","378"
250237,"10/9/2007","Ohio","ABX AIR","B-767-200","inflight","0","1","151"
253795,"10/9/2007","Wisconsin","MIDWEST AIRLINES","B-717-200","landing","0","1","97"
249899,"10/9/2007","Texas","AMERICAN EAGLE AIRLINES","EMB-135","landing","0","1","2"
247394,"10/9/2007","Utah","SKYWEST AIRLINES","EMB-120","inflight","0","1","92"
253608,"10/9/2007","Indiana","GOVERNMENT","C-172","inflight","0","1","615"
250550,"10/9/2007","Pennsylvania","BUSINESS","LEARJET-35","inflight","0","2","310"
250847,"10/10/2007","North Carolina","US AIRWAYS*","B-757-200","inflight","0","1","43"
250776,"10/10/2007","Michigan","ASTAR AIR CARGO","B-727-200","inflight","0","1","63"
256308,"","California","","ROBINSON R22","unknown","0","1","83"
251405,"10/10/2007","Missouri","COMAIR AIRLINES","CL-RJ100/200","inflight","0","1","225"
251105,"10/10/2007","Tennessee","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","19"
249317,"10/10/2007","New Jersey","BUSINESS","GLOBAL EXPRS","takeoff","0","3","75"
250241,"10/10/2007","Arizona","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","18"
254396,"10/10/2007","Pennsylvania","US CUSTOMS AND BORDER PROTECTION","C-550","inflight","1","2","260"
250551,"10/10/2007","Ohio","BUSINESS","DA-50 FALCON","takeoff","1","1","261"
249632,"10/11/2007","Georgia","DELTA AIR LINES","B-767-300","inflight","0","1","9"
247855,"10/11/2007","Wisconsin","CHAUTAUQUA AIRLINES","EMB-135","inflight","0","2","269"
245405,"10/11/2007","Hawaii","HAWAIIAN AIR","B-717-200","inflight","0","1","179"
251213,"10/11/2007","Florida","SOUTHWEST AIRLINES","B-737-700","inflight","0","1","229"
251212,"10/11/2007","North Dakota","SKYWEST AIRLINES","CL-RJ100/200","inflight","0","1","239"
251976,"10/11/2007","Texas","SOUTHWEST AIRLINES","B-737-500","inflight","0","1","128"
251327,"10/11/2007","California","JETBLUE AIRWAYS","A-320","inflight","0","2","40"
